#Transcript position	Transcript coverage profile
0.0	491.23999174324183
1.0	1280.556628308794
2.0	2140.992273170138
3.0	2855.8126153206863
4.0	3546.4055389132186
5.0	4235.0321191144885
6.0	4478.476018211513
7.0	4777.751654616052
8.0	5055.429281012456
9.0	5242.842552978732
10.0	5606.532112894908
11.0	5778.639899740532
12.0	5934.230805575885
13.0	6120.930633847446
14.0	6140.8200668056625
15.0	6079.1670275921515
16.0	6140.384943197737
17.0	6239.950129574848
18.0	6148.478916362653
19.0	6083.729802701248
20.0	6056.224099270647
21.0	6059.607326487382
22.0	5981.977525223223
23.0	6172.464930163977
24.0	6090.098390847677
25.0	6016.109865010468
26.0	6110.026849519639
27.0	6206.287812660552
28.0	6164.585538227034
29.0	6072.712855836396
30.0	6053.752607441755
31.0	6039.288204311995
32.0	6165.655333737601
33.0	6352.994224517447
34.0	6455.167193034464
35.0	6520.6570910142345
36.0	6632.512177813
37.0	6819.911106869359
38.0	6735.3687545069715
39.0	6770.539044072168
40.0	6847.825580508353
41.0	6757.419847314778
42.0	6712.381468672627
43.0	6615.9420428114545
44.0	6442.072871888082
45.0	6474.184177685883
46.0	6383.715887244695
47.0	6297.725036773228
48.0	6281.502600526783
49.0	6174.175547525235
50.0	6218.911956987099
51.0	6236.247763291118
52.0	6247.009879786389
53.0	6249.817206670471
54.0	6440.324303276764
55.0	6498.28485772057
56.0	6478.527560232059
57.0	6269.981133768131
58.0	6086.927851625189
59.0	5993.000019794518
60.0	6043.436806664362
61.0	6192.917252363262
62.0	6259.250272937762
63.0	6202.22347638535
64.0	6041.967693427575
65.0	6011.6361497166845
66.0	6241.7212404532975
67.0	6327.192617488492
68.0	6174.039388908221
69.0	6035.617520327911
70.0	5920.553668101286
71.0	5778.807643157383
72.0	5651.670698773891
73.0	5789.402470727464
74.0	5811.474912202586
75.0	5794.943105842337
76.0	5597.656817199803
77.0	5232.435642146628
78.0	4842.78057061841
79.0	4348.798512383262
80.0	4063.8941201151943
81.0	3943.177936325956
82.0	3781.498813060032
83.0	3509.8421772878273
84.0	3279.655056304137
85.0	3232.8293534902227
86.0	3085.3049163556284
87.0	2795.8501020421745
88.0	2557.377318429594
89.0	2302.8996014167215
90.0	2058.716432497949
91.0	1868.9530010650628
92.0	1656.4686797004995
93.0	1393.5378830631726
94.0	1073.8560786501055
95.0	772.9899207941479
96.0	494.471047808518
97.0	271.98143201485027
98.0	96.01142270121667
99.0	12.431737924642873
