"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SRR18396491","SRR18396493","SRR18396494","SRR18396495","SRR18396500","SRR18396512"
"45","YDR271C",1.81289870940185,0.491554741942191,1.67525905798796,0.29342013678324,0.769201035540456,0.999975563178514,4.28566284756734,0.649831327018925,0.906053427166639,1.32680946299238,0,3.70903519166578
"46","YDL181W",1355.444647693,-0.0565793180710315,0.137857230933577,-0.410419661615667,0.68149812566644,0.999975563178514,1208.55692301399,1462.7703171196,1362.70435445863,1333.44351030734,1488.0483302615,1277.14445099692
"47","YDR367W",1333.13102607266,-0.456966130254751,0.180049565439215,-2.53800185043503,0.0111487394959668,0.999975563178514,1435.69705393506,1541.39990768889,1307.43509540146,1496.64107425541,1391.73452247758,825.878502677581
"48","YDR085C",2906.21309965381,0.028358952793587,0.112399258396395,0.252305515162514,0.800804925525912,0.999975563178514,2857.6799867579,2918.39248964199,2811.48378449808,2998.58938636279,2772.63374157947,3078.4992090826
"49","YDL097C",2555.14843875693,0.177274905173836,0.136168841372293,1.30187569628471,0.192958881837794,0.999975563178514,2524.25541721716,2340.04260859515,2428.22318480659,2470.51922009182,2457.20602108715,3110.6441807437
"50","YDL139C",805.372688544833,0.0361430210817325,0.169531117914949,0.213194023175526,0.831175629926993,0.999975563178514,750.848130893798,788.245399673956,939.577403971805,737.706061423765,919.796864336394,696.062270969279
"51","YDR200C",977.198997638897,0.0203330054220849,0.133576409115656,0.152220033138334,0.879013393923012,0.999975563178514,1056.84445821011,930.5584602911,993.940609601803,888.962340204896,1013.70282692571,979.185290599767
"52","YDR191W",293.813234152218,0.0576329510419944,0.273776771375508,0.210510741113774,0.833269069286694,0.999975563178514,307.710592455335,252.784386210362,401.381668234821,233.518465486659,367.196392176178,200.287900349952
"53","YDR451C",54.1992428950173,-0.30531622584407,0.331296620812802,-0.921579656004363,0.356747874163792,0.999975563178514,58.2850147269158,72.7811086261196,41.6784576496654,45.111521741741,54.1765168784525,53.1628377472096
"54","YDR469W",485.148154273375,0.0944071633591436,0.547437920975469,0.172452728870008,0.863081621413468,0.999975563178514,370.281270029818,543.258989387821,766.521199382977,376.813887489837,607.980911635967,246.03266771383
"55","YDR470C",821.463348484828,-0.0556333596033468,0.152689098145581,-0.364357117037283,0.715591353445662,0.999975563178514,930.845970491627,738.208387493499,772.863573373143,761.588631757628,896.922334987714,828.351192805358
"56","YDR105C",1793.8878867977,-0.0415082577249665,0.14129376034804,-0.293772758419918,0.768931552667562,0.999975563178514,2058.83243197135,1778.5883420508,1654.45355800628,1792.51958450271,1612.05235778329,1866.88104647178
"57","YDR483W",4939.87817746033,0.123224091466609,0.103633599550236,1.18903610413412,0.234425459941078,0.999975563178514,4884.79851365726,4628.09871102878,5168.12874855851,4764.57278160565,4912.0041969797,5281.66611293207
"58","YDL123W",2047.67507526518,0.137528985760288,0.170919151609287,0.804643508146311,0.42102542755821,0.999975563178514,2157.4026774654,1920.25157134092,1763.17996926628,2052.57423924922,1793.84466997543,2598.79732429383
"59","YDL199C",1313.80300494022,0.0839243374116254,0.173465043170919,0.483811238722794,0.628519838258651,0.999975563178514,1361.9836529569,1236.62901531701,1105.3851811433,1385.18907936405,1166.60099678268,1627.03010407739
"60","YDR505C",4098.19653277209,0.0297556551285017,0.139179603277648,0.21379321702148,0.830708314701096,0.999975563178514,4570.23086064581,4132.92723984036,4420.63467114603,3543.90807565265,4031.93677835417,3889.54157099352
"61","YDL045W-A",359.409050920311,-0.136029075876847,0.174240231384868,-0.780698434544553,0.434979881566502,0.999975563178514,437.994743021382,340.511615357917,344.300302323323,368.853030711882,334.690482049107,330.104132058255
"62","YDL045C",795.432804828291,0.0888714618211076,0.139132081183939,0.638756073113111,0.52298162855421,0.999975563178514,833.132857567091,747.955857398783,758.366718538477,772.203107461567,760.879081492933,900.059206510897
"63","YDR361C",714.40836427326,-0.3056608991204,0.138445546238815,-2.20780593832281,0.0272578039423324,0.999975563178514,711.420032696179,840.881737162489,619.740544181981,739.032870886757,759.675158895634,615.69984181652
"64","YDR406W-A",7.05422297569316,0.891903820971211,0.999051431714529,0.89275065593026,0.371990716427091,0.999975563178514,9.42845826464815,7.14814459720817,3.62421370866656,0,4.81569038919578,17.3088308944403
"65","YDR199W",5.87430131517338,0.0923909791404074,0.90874924002451,0.101668287654266,0.919019974464707,0.999975563178514,7.71419312562121,2.5993253080757,3.62421370866656,6.63404731496191,6.01961298649473,8.65441544722016
"66","YDR266C",878.858949506836,0.037667160334296,0.176736171121929,0.213126492982071,0.831228300915839,0.999975563178514,751.705263463312,914.962508442646,885.214198341806,1074.71566502383,744.024165130748,902.531896638674
"67","YDL242W",59.4508389448582,-0.0100416745117065,0.334354551897518,-0.0300330127247209,0.97604072469194,0.999975563178514,45.4280261842138,50.0370121804572,57.9874193386649,84.9158056315125,58.9922072676483,59.3445630666525
"68","YDR002W",858.647217120555,-0.394584650633702,0.241866150132427,-1.63141741999721,0.102802271640944,0.999975563178514,875.989486042765,1087.16781010266,900.617106603639,679.3264450521,1090.75387315284,518.028581769321
"69","YDR214W",5441.15554953557,0.127562171365714,0.135067758464341,0.944430949443732,0.344949472106141,0.999975563178514,5306.50773785788,5202.54960411351,5040.37521532801,5524.83460390028,5078.14551540695,6494.52062060679
"70","YDR130C",541.206141697152,0.0429724052847278,0.16220622793174,0.264924508957889,0.79106761729705,0.999975563178514,517.708071986135,515.966073653026,605.243689347315,494.899929696159,616.40836981706,497.010715683215
"71","YDL176W",649.112178695157,0.0864868576814653,0.150157079344043,0.575975891774673,0.564631476957456,0.999975563178514,684.848923041261,687.521543986022,638.76766615248,597.064258346572,571.863233716999,714.607446927607
"72","YDR358W",3761.53711559035,-0.0191521116120685,0.154207252240232,-0.124197217276347,0.901159125473172,0.999975563178514,4338.80506687718,3610.46285291715,3269.04076521723,3782.73377899128,3378.20680802084,4189.97342151845
"73","YDR544C",1.89471621288235,-3.85913229394903,2.13681104923436,-1.80602411960187,0.0709145721346689,0.999975563178514,0,3.89898796211355,0,2.65361892598477,4.81569038919578,0
"74","YDR460W",811.060627594897,0.216678339040976,0.156349353732823,1.38586015143526,0.16578961069835,0.999975563178514,707.134369848611,788.245399673956,1007.5314110093,743.013299275734,841.541895511963,778.897390249814
"75","snR84",35.4576863776966,-0.0571326301924202,0.360479869052774,-0.158490487534148,0.874070315777122,0.999975563178514,34.2853027805387,36.3905543130598,34.4300302323323,34.497046037802,38.5255231135663,34.6176617888806
"76","YDR034W-B",810.495274705353,-0.234131921935384,0.161726231767334,-1.44770529416784,0.147699488690275,0.999975563178514,880.275148890332,933.157785599176,810.011763886975,731.072014108803,868.02819265254,640.426743094292
"77","YDL028C",1090.33890785208,0.0718331351445515,0.127441982575274,0.563653622558197,0.572989885782011,0.999975563178514,1133.12925689681,1001.39007493616,1171.52708132646,1109.21271106163,1046.20873705278,1080.56558583863
"78","YDR061W",1926.0304181726,0.21433482850604,0.118310411904103,1.81163115787113,0.0700432072359334,0.999975563178514,1859.97767584423,1820.82737830703,2253.35487336343,1760.67615739089,1873.30356139716,1988.04286273286
"79","YDR060W",1302.41549079957,0.0578926821285295,0.15748492314895,0.367607774578995,0.713165716889983,0.999975563178514,1041.41607195886,1405.58516034193,1384.44963671062,1407.74484023492,1285.78933391527,1289.5079016358
"80","YDR169C-A",50.0030657300242,0.104259441821709,0.356341274578734,0.29258311977742,0.769840817884738,0.999975563178514,44.5708936147004,55.2356627966086,47.1147782126652,63.6868542236344,31.3019875297726,58.1082180027639
"81","YDR363W",1083.54422574378,0.123301782817053,0.126324187981509,0.976074216563347,0.329027687365687,0.999975563178514,1128.84359404924,979.945641144539,1154.3120662103,1025.62371489311,1075.10287938796,1137.43745877751
"82","YDR422C",1414.37349347626,0.00553270366356943,0.125295476694675,0.0441572498028139,0.964779058506671,0.999975563178514,1421.98293282284,1409.48414830405,1426.12809436029,1529.81131083022,1289.40110170717,1409.433372833
"83","YDR119W",938.489383697067,-0.0918715842568382,0.133966239369403,-0.685781616990146,0.492850830243575,0.999975563178514,901.703463128169,1038.43046057624,848.066007827974,955.302813354516,935.44785810128,951.985699194218
"84","tR(ACG)D",1.46761477861794,0.794604762957053,1.79064628998059,0.443753055756013,0.657221132012659,0.999975563178514,2.57139770854041,1.94949398105677,1.81210685433328,0,0,2.47269012777719
"85","YDR097C",814.085657387254,-0.156459079880324,0.140561246124457,-1.11310253853179,0.265664393566048,0.999975563178514,752.562396032825,817.487809389807,770.145413091643,912.844910538759,890.90272200122,740.570693269268
"86","YDR042C",279.673593333478,-0.490301628878773,0.228378734132547,-2.14687952773313,0.0318028738420732,0.999975563178514,322.281846137064,327.514988817538,273.628135004325,249.440179042568,339.506172438303,165.670238561072
"87","YDL160C",1050.39193071803,-0.0213981913743767,0.139776656887616,-0.153088447319078,0.878328526192316,0.999975563178514,1085.12983300405,1142.40347289927,971.289273922637,1048.17947576398,943.875316282373,1111.47421243585
"88","YDR425W",1641.46450699907,0.0796085007328897,0.132095739176414,0.60265759690078,0.546736495591955,0.999975563178514,1744.26477895991,1567.39316076965,1841.10056400261,1515.2164067373,1618.07197076978,1562.74016075518
"89","snR13",9.73148459533205,0.0806570015174244,0.742324243750087,0.10865467778603,0.913476390830497,0.999975563178514,7.71419312562121,8.44780725124602,9.06053427166639,3.98042838897715,18.0588389594842,11.1271055749973
"90","YDR228C",951.68877507255,-0.199912568018392,0.139938407786775,-1.42857540813957,0.153126306516137,0.999975563178514,1046.55886737594,953.952388063782,834.475206420475,1086.65695019076,890.90272200122,897.586516383119
"91","YDR319C",588.096701002003,0.0525532722600217,0.140619969421913,0.373725527576685,0.708608531057959,0.999975563178514,605.135594076509,604.992965454619,572.625765969316,575.835306938694,535.745555798031,634.245017774849
"92","YDR471W",551.945296989243,-0.450715451776,0.177549728182467,-2.53853079016151,0.0111319007044903,0.999975563178514,536.564988515431,731.06024289629,475.678049262486,542.665070363885,614.000524622462,411.702906274902
"93","YDR089W",975.094410073333,0.323052235368367,0.23138981007177,1.39613855626644,0.16267277515786,0.999975563178514,755.133793741366,888.969255361889,1472.33681914579,898.250006445843,1059.45188562307,776.424700122037
"94","tD(GUC)D",0.251160649422066,-1.22449546468702,4.31395839831624,-0.283844986814186,0.776529177248766,0.999975563178514,0.857132569513468,0.649831327018925,0,0,0,0
"95","YDR275W",942.105997841925,-0.277491683734965,0.178791856467503,-1.55203759957267,0.120653227247217,0.999975563178514,886.275076876926,1226.23171408471,928.704762845805,940.707909261599,948.691006671569,722.025517310939
"96","YDR129C",6842.79005568383,0.022175902377328,0.135492034654876,0.163669417422318,0.869991394205131,0.999975563178514,7838.47734820067,6259.17534184628,6558.9207592593,6738.86526253831,6392.8289916574,7268.47263060105
"97","YDR136C",24.2557309958402,-0.199722558992358,0.541319476158867,-0.368955058498105,0.712161223188288,0.999975563178514,22.2854468073502,12.9966265403785,15.4029082618329,41.1310933527639,25.2823745432779,28.4359364694377
"98","YDL066W",1680.26799266215,0.166403323646515,0.129273984092319,1.28721432092385,0.198019597052595,0.999975563178514,1598.55224214262,1572.5918113858,1634.52038260862,1624.01478270268,1661.41318427254,1990.51555286064
"99","YDR302W",278.31403118462,-0.396996671252737,0.203515369608632,-1.95069626444517,0.0510931880111882,0.999975563178514,316.28191815047,337.912290049841,266.379707586992,249.440179042568,307.000262311231,192.869829966621
"100","YDR239C",667.318326822688,0.134363921963291,0.134908241081469,0.995965264139429,0.319267022835109,0.999975563178514,677.13472991564,616.040098013941,671.38558953048,658.097493644222,633.263286179245,747.9887636526
"101","YDR539W",882.876080609136,0.297658124311633,0.121369620310213,2.45249283594065,0.0141870204396592,0.999975563178514,838.275652984172,805.790845503467,996.658769883303,797.412487258422,839.134050317365,1019.98467770809
"102","YDL125C",2989.39341758147,-0.104519454661375,0.150841962736147,-0.692907018481331,0.488367904876017,0.999975563178514,3611.95664792976,3007.41938144358,2610.33992366709,2803.5483953029,2817.17887767953,3085.91727946593
"103","YDR493W",157.337932794159,-0.099223956800701,0.219876026341579,-0.451272284894562,0.651793317370959,0.999975563178514,195.426225849071,139.713735309069,156.747242899829,148.602659855147,160.12170544076,143.416027411077
"104","YDR101C",594.014115970471,0.00282774819108316,0.151971174432544,0.0186071352125947,0.985154510745818,0.999975563178514,512.565276569054,624.487905265187,623.364757890648,609.005543513504,629.651518387348,565.009694197088
"105","YDR182W-A",17.3745494275787,-0.230361509662782,0.572540756434497,-0.402349539441281,0.68742680086625,0.999975563178514,15.4283862512424,13.6464578673974,9.06053427166639,18.5753324818934,25.2823745432779,22.2542111499947
"106","YDR212W",973.687872595284,0.0404465119471855,0.142840340181597,0.283158888418809,0.777055041449521,0.999975563178514,883.703679168386,1005.28906289828,906.053427166639,928.766624094668,1038.98520146899,1079.32924077474
"107","YDR476C",1258.75215099904,0.196448331767215,0.118261011656887,1.66114198597568,0.0966849337569082,0.999975563178514,1235.12803266891,1137.20482228312,1354.54987361413,1237.91322897189,1191.88337132596,1395.83357713022
"108","YDL131W",1061.24188288684,0.127445724069275,0.130880358297454,0.973757450905098,0.330176984186297,0.999975563178514,1016.55922744297,1049.47759313556,1064.6127769208,1101.25185428368,949.894929268868,1185.65491626916
"109","YDR458C",1357.59605654431,0.0272374390063446,0.124615158291584,0.218572438375534,0.826983124656461,0.999975563178514,1337.12680844101,1396.48752176367,1446.06126975796,1257.81537091678,1404.97767104787,1303.10769733858
"110","YDR081C",1153.51354059574,0.000663368663562987,0.124158577507354,0.00534291449596945,0.995736991296483,0.999975563178514,1131.41499175778,1152.15094280455,1166.99681419063,1245.87408574985,1084.73426016635,1139.91014890528
"111","YDL071C",53.0377855250385,0.19326858506769,0.345594678629677,0.559234840750507,0.576001458158537,0.999975563178514,67.713472991564,35.0908916590219,56.1753124843316,51.7455690567029,48.1569038919578,59.3445630666525
"112","YDR113C",239.697410423705,0.200426673259194,0.189822204421864,1.05586527071281,0.291029772828567,0.999975563178514,204.854684113719,212.494843935188,279.064455567325,270.669130450446,227.541370889501,243.559977586053
"113","YDR168W",4491.71088275796,-0.0615521780913077,0.175275238135488,-0.351174408582049,0.72545750799967,0.999975563178514,5085.36753492341,4587.80916875361,5065.74471128868,3693.83754497079,4854.21591230935,3663.2904243019
"114","YDR520C",474.104699224327,-0.137513690116143,0.172231076348774,-0.798425539869893,0.424623587129375,0.999975563178514,470.565780662894,486.723663937175,518.262560339318,482.958644529227,517.686716838546,368.430829038801
"115","YDR307W",725.100632789689,-0.0810743624863233,0.147941962548186,-0.548014647702925,0.583681845158335,0.999975563178514,843.418448401253,718.713447682931,730.279062296311,676.672826126115,715.130022795573,666.389989435952
"116","YDR265W",975.430000664588,-0.0816917236002924,0.166559508262266,-0.490465686724171,0.623804404993566,0.999975563178514,884.560811737899,1109.91190654832,1064.6127769208,918.152148390729,1063.06365341497,812.278706974806
"117","YDL076C",893.928225687396,-0.0861746669749336,0.141506439634476,-0.608980532600005,0.54253734261417,0.999975563178514,926.560307644059,982.544966452614,785.548321353476,890.289149667889,843.949740706561,934.676868299777
"118","YDL006W",450.805537200924,-0.127050792507625,0.167923841730507,-0.756597700471404,0.449290919428697,0.999975563178514,389.138186559115,499.720290477553,453.932767010486,477.651406677258,489.996497100671,394.394075380462
"119","YDL086W",457.724395945464,0.0595924543460139,0.160425225739441,0.371465610045659,0.710290765705788,0.999975563178514,502.279685734892,415.892049292112,427.657217622654,443.154360639456,443.043515806012,514.319546577655
"120","YDR238C",2127.25615728118,0.0191165985601515,0.149190052838094,0.1281358790113,0.898041442725601,0.999975563178514,2263.68711608507,2068.41311390124,1846.53688456561,2186.58199501145,1950.35460762429,2447.96322649942
"121","YDR077W",224258.701943494,0.208043968632557,0.12856853718597,1.61815614602217,0.105628951068118,0.999975563178514,204498.116964801,214080.432373115,217363.123230704,218477.753414178,215874.156999077,275258.628679093
"122","YDR381C-A",1293.19291289701,-0.238656311243048,0.166881603941664,-1.43009358494945,0.152690161138493,0.999975563178514,1340.55533871906,1577.14063067493,1288.40797343096,1143.70975709943,1388.12275468568,1021.22102277198
"123","YDL023C",11.2373307451863,-0.869329576662143,0.668987228639197,-1.29947111012936,0.1937823017188,0.999975563178514,14.571253681729,11.0471325593217,8.15448084449975,10.6144757039391,16.8549163621852,6.18172531944297
"124","YDL083C",248.376487384205,-0.295656341364558,0.202141224231744,-1.46262269108257,0.143570650754088,0.999975563178514,205.711816683232,289.174940523422,207.48623482116,293.224891321317,270.882584392263,223.778456563836
"125","YDR036C",1532.76186203621,-0.0725925216478297,0.144510758307238,-0.502332992354064,0.615433305257444,0.999975563178514,1789.69280514412,1361.39663010465,1434.28257520479,1557.67430955306,1524.16600818046,1529.35884403019
"126","YDR057W",1158.81026268239,0.0300280859487758,0.136723053269872,0.219627087244055,0.826161593868372,0.999975563178514,1278.84179371409,1074.17118356228,1244.91740892696,1099.92504482069,1150.95000301779,1104.05614205251
"127","YDR513W",1371.2081174874,-0.0515064072248994,0.172252822870995,-0.299016331729286,0.764927584407397,0.999975563178514,1732.26492298672,1376.9925819531,1363.61040788579,1154.32423280337,1284.58541131797,1315.47114797746
"128","YDR487C",2230.60960683103,-0.0596305870469246,0.144854269787649,-0.411659160163804,0.680589262931917,0.999975563178514,2233.6874761521,2496.65195840671,1931.70590671927,2035.32571623032,2275.41370889501,2410.87287458276
"129","YDR066C",320.381829896242,-0.139164748652466,0.262229699532219,-0.530697891584044,0.59562814733571,0.999975563178514,388.281053989601,367.154699765693,375.106118846989,217.596751930751,349.137553216694,225.014801627724
"130","YDR352W",318.610528561497,-0.0618675734774541,0.172887589035489,-0.357848552476223,0.72045665363785,0.999975563178514,305.996327316308,349.609253936182,310.776325518157,278.6299872284,357.565011397787,309.086265972149
"131","YDR278C",9.10262524024609,0.469506093967863,0.759998612040271,0.617772304488084,0.536725442296846,0.999975563178514,5.14279541708081,11.0471325593217,17.2150151161661,6.63404731496191,9.63138077839156,4.94538025555438
"132","YDR079C-A",135.623971440955,-0.121096300068559,0.223383401381013,-0.542100708109516,0.587749130944994,0.999975563178514,124.284222579453,164.407325735788,121.41115924033,134.007755762231,133.635408300183,135.997957027745
"133","YDR204W",2599.36686299045,0.00767037149616226,0.139123356924733,0.0551335998908653,0.956032028002003,0.999975563178514,2825.10894911639,2544.08964527909,2316.7786132651,2588.60526229814,2418.68049797358,2902.93821001042
