"","SRR18396491","SRR18396493","SRR18396494","SRR18396495","SRR18396500","SRR18396512"
"YHL026C",552,536,449,321,397,319
"YHR197W",441,776,550,354,413,300
"YHR028C",3926,4717,3221,2197,2513,2923
"YHR134W",814,970,885,507,646,475
"YHR122W",509,732,587,342,498,347
"YHR067W",839,1012,582,470,451,491
"YHL037C",20,31,19,10,9,10
"YHR013C",276,345,199,158,179,212
"YHR137W",952,1103,707,576,490,533
"tT(AGU)H",0,0,2,0,0,0
"YHR158C",1052,1403,1151,727,868,862
"YHR038W",324,327,296,159,189,163
"YHR042W",1761,2297,1477,1289,1184,1701
"YHR028W-A",11,21,13,1,11,4
"YHL049C",3,2,0,0,2,2
"YHR041C",238,300,222,132,166,147
"YHR069C",973,1337,849,639,684,615
"YHR200W",1837,2394,1645,1154,1215,1584
"YHR053C",0,0,0,0,0,0
"YHR218W",0,0,0,0,0,0
"YHR021W-A",43,54,43,17,42,27
"YHR114W",1991,2288,1966,1218,1407,1315
"YHR039C",3734,4420,2990,2256,2259,2515
"YHL019W-A",14,11,12,7,9,8
"YHR152W",115,248,277,162,164,152
"YHL046W-A",24,40,27,15,17,28
"YHL011C",1002,1452,1201,703,943,677
"YHR129C",141,161,163,118,120,118
"YHR199C",2606,3024,2357,1459,1718,1798
"YHR159W",715,967,756,439,510,482
"YHR193C",2157,3151,2125,1437,1692,1698
"YHR030C",5148,6690,5389,3895,4184,2997
"YHL050C",391,492,343,242,225,358
"YHR162W",2400,3153,2324,1519,1994,1865
"YHR089C",615,1098,760,478,615,483
"YHL005C",14,24,20,24,23,10
"YHR010W",727,1578,729,498,734,526
"YHR079C-A",28,54,37,22,14,6
"YHR212C",0,0,0,0,0,0
"YHR005C",1053,1500,998,707,838,803
"YHR187W",1125,1652,914,783,866,781
"YHR183W",1100,1711,1111,772,955,1085
"YHR205W",3293,5056,3058,2518,2512,2839
"YHR139C-A",39,91,53,23,56,27
"YHR111W",894,1206,1096,569,684,645
"YHR049W",2692,4099,3331,1579,2141,1993
"YHR131W-A",65,70,68,43,40,47
"YHR072W",3238,3825,2286,2031,1672,2028
"YHR209W",1839,2638,1803,1175,1538,1317
"YHR107C",680,903,700,530,490,520
"YHR071W",1634,2677,1933,1222,1530,1391
"snR71",26,33,14,21,21,23
"YHR216W",72,122,108,57,101,57
"YHL013C",366,554,462,283,339,258
"YHR060W",228,386,270,94,189,113
"YHR143W-A",1147,1891,1294,784,1096,664
"YHR142W",539,812,475,431,442,408
"YHR058C",635,782,620,342,412,411
"YHL008C",315,385,298,216,204,156
"YHR054W-A",0,0,0,0,0,0
"YHR118C",492,691,586,378,417,343
"tT(UGU)H",0,0,0,0,0,0
"YHL048W",2069,2452,1747,1514,1384,1554
"YHR157W",131,221,125,111,111,87
"YHR110W",548,994,589,505,485,483
"YHR023W",1074,1420,1220,910,863,833
"YHR062C",120,189,101,104,100,86
"YHR219W",2,2,4,0,6,3
"YHR136C",498,1130,808,437,527,332
"YHL001W",358,507,273,227,301,225
"YHR181W",560,760,490,338,348,395
"YHR214C-B",194,314,253,132,163,192
"YHL009W-B",0,1,2,0,0,1
"YHR214C-C",0,0,0,0,0,0
"YHL009W-A",0,0,0,0,0,0
"YIR015W",1126,1597,1144,744,924,825
"YIL156W-A",15,15,7,2,10,3
"YIL115W-A",8,9,3,11,6,12
"YIL086C",113,145,94,48,75,48
"YIL156W-B",515,839,537,288,406,270
"tT(AGU)I2",0,0,0,0,0,0
"YIL146C",1942,2488,1796,1191,1382,1598
"YIL010W",601,782,499,361,389,442
"YIL117C",1113,1666,1272,953,1112,995
"YIL050W",1643,2254,1384,1113,1032,1153
"YIL107C",4757,6402,4004,2924,3261,3423
"YIL150C",250,361,273,198,197,202
"YIL165C",391,409,287,153,198,248
"YIL045W",4582,6221,3994,2429,2753,3272
"YIL126W",1433,2351,1603,1187,1216,1345
"YIL158W",55,76,40,47,37,45
"YIR018W",600,947,851,555,425,447
"YIR039C",971,1087,663,544,492,700
"YIL082W",0,0,0,0,0,0
"YIL056W",7302,9715,6502,4825,4994,5833
"YIL161W",515,795,607,385,420,384
"tS(UGA)I",31,52,34,22,43,21
"YIL119C",589,1066,592,352,426,552
"YIL016W",199,190,272,69,124,87
"YIL144W",2251,2869,2029,1400,1473,1252
"YIL026C",192,332,288,217,227,176
"tD(GUC)I1",0,0,0,0,0,0
"YIL163C",5,10,4,4,4,7
"YIL139C",344,594,382,205,262,232
"YIL171W",47,37,19,27,20,25
"YIL068C",730,988,580,485,512,636
"YIL065C",1332,2076,1058,843,944,825
"YIL098C",256,349,383,143,242,130
"YIL141W",10,12,2,7,8,4
"YIL009W",535,595,346,344,267,239
"YIR021W-A",2,0,0,0,2,0
"YIR020C-B",1,0,1,0,0,0
"YIL044C",721,865,752,434,589,470
"YIR020W-A",0,0,0,0,0,0
"YIR004W",1621,2776,2175,1205,1530,1226
"YIL092W",561,771,591,430,420,402
"tD(GUC)I2",2,3,1,3,2,2
"YIL136W",45742,62710,43843,29985,30667,38331
"YIR022W",657,808,589,389,489,475
"YIL002W-A",422,646,877,266,387,235
"YIL066W-A",2,0,1,0,2,0
"YIL133C",562,1141,610,512,552,528
"YIL123W",786,1149,881,638,743,754
"YIR001C",1083,1483,1037,685,723,812
"YIL153W",4389,4131,3606,2628,2533,2819
"YIR002C",2813,3811,2969,1734,2048,1865
"YIL108W",4933,6183,4794,3314,3914,3726
"YIR023C-A",3,7,1,0,0,3
"YIL067C",712,881,746,402,634,425
"YIR019C",300,353,214,162,116,315
"YIL028W",120,143,95,64,55,70
"YIL134W",160,199,159,130,125,79
"YIL159W",394,528,512,291,262,250
"YIL011W",38,81,84,40,70,47
"YIL110W",294,279,288,146,207,171
"YIL131C",338,426,380,255,271,250
"YIL128W",1156,1335,890,695,602,798
"YIL064W",350,372,173,186,171,191
"YIL071C",430,595,403,237,266,243
"YIL147C",1520,1844,1413,1107,993,1144
"YIL149C",2478,3504,2549,1664,1787,2042
"YIL106W",1649,1928,1559,1009,1164,1032
"YIL005W",1639,2259,1715,1202,1168,1269
"YIL169C",370,724,575,259,338,458
"YIL004C",491,685,460,243,389,250
"YIR014W",1127,1322,862,636,685,810
"tE(CUC)I",0,0,0,0,0,0
"YIR033W",2631,2513,2019,1306,1417,1637
"YIL105C",8924,10776,8687,5290,5950,5498
"YIL057C",678,1407,482,395,440,289
"YIL017C",3111,3552,2202,1832,1644,2002
"YIL132C",43,93,48,51,40,26
"YIL070C",932,1211,799,598,586,636
"YIL051C",1557,2130,1279,934,964,1317
"YIL118W",939,1360,994,530,855,565
"YIL097W",2172,2674,2295,1330,1483,1507
"YIR034C",862,994,969,555,580,748
"YIL109C",6297,6927,5926,4096,4006,4916
"YIL102C-A",85,151,92,78,63,68
"YIL105W-A",0,0,0,0,0,0
"YIL084C",681,833,743,315,486,428
"YIL039W",1434,1776,1516,892,964,889
"YIR003W",2745,3443,2318,1807,1798,2087
"YIR031C",579,700,459,290,433,363
"YIL074C",931,1115,778,565,519,645
"YIL022W",2138,3032,2212,1593,1640,1734
"YIL030C",1934,2412,1490,1370,1205,1548
"YIL140W",187,250,187,166,160,167
"YIL031W",1195,1583,1260,825,832,899
"YIL014W",1561,1916,1411,903,978,1011
"YIL137C",1490,1920,1383,900,1003,1314
"YIR037W",1273,1596,1105,828,809,983
"YIL127C",697,1160,833,545,641,465
"YIL143C",2602,3335,2360,1848,1699,1995
"YIL079C",269,346,369,171,270,148
"YIR008C",606,651,497,389,385,396
"YIL040W",631,1016,640,336,470,262
"YIL129C",2631,3255,2153,1748,1626,2373
"YIL100C-A",68,112,53,60,38,70
"YIL124W",1434,1832,1038,777,901,1137
"YIL042C",1980,2380,1856,1244,1357,1381
"YIL115C",2004,2541,1673,1211,1124,1589
"YIL035C",1954,2562,2370,1261,1493,1359
"YIL176C",0,0,0,0,0,0
"YIL006W",529,660,582,367,380,341
"YIL048W",1583,1811,1223,900,911,983
"YIL066C",479,546,390,268,308,292
"YIR029W",420,542,525,264,315,299
"YIR018C-A",91,106,71,55,57,64
"YIL094C",1508,2106,1516,1072,1144,1209
"YIL103W",675,929,536,441,454,351
"YIL155C",16702,18581,10663,10903,8752,15078
"YIL152W",1542,1470,1544,954,1047,1068
"YIL046W-A",110,169,154,117,124,102
"YIL002C",2070,2570,1736,1286,1109,1539
"YIR030W-A",2,2,3,0,0,1
"YIL047C-A",0,0,0,0,0,2
"YIL156W",1578,1881,1461,994,1066,1100
"YIR012W",1085,1438,1260,691,877,738
"YIL112W",2912,3618,3741,1881,2422,1829
"YIL025C",6,3,0,0,2,3
"YIL175W",0,0,0,0,0,0
"YIL100W",13,5,5,4,1,0
"YIR026C",301,418,371,225,259,185
"YIR025W",669,1081,906,444,645,474
"YIR042C",326,415,350,251,238,173
"YIL075C",6645,7776,4975,3818,3801,4966
"YIL068W-A",1,0,0,0,0,0
"YIL063C",2435,3452,2414,1468,1754,1230
"YIL018W",584,992,577,496,425,488
"YIL027C",346,506,304,172,257,183
"YIL085C",1343,1484,1059,741,780,801
"snR68",48,73,51,36,47,25
"YIL008W",312,646,399,187,313,168
"YIL030W-A",19,27,6,7,3,11
"YIL076W",663,967,645,456,548,473
"YIR036W-A",14,46,14,6,13,21
"YIL029C",270,451,253,161,164,129
"YIR023W",883,1189,826,623,543,608
"tT(AGU)I1",4,0,2,0,5,2
"YIL053W",18472,20995,20261,9941,12528,10846
"YIL101C",10953,12935,9433,6512,7042,7545
"YIL120W",537,672,490,320,306,404
"YIL174W",0,0,0,0,0,0
"YIL032C",11,24,40,14,9,26
"YIL142C-A",1,1,0,1,0,0
"YIL164C",330,403,263,179,193,240
"YIL096C",193,287,251,110,153,116
"YIL160C",3083,4964,2733,2120,2193,2149
"YIL134C-A",6,3,4,1,3,7
"YIL062C",1109,1255,978,571,762,816
"YIL151C",1531,1957,1232,980,1001,1134
"YIL059C",79,109,58,37,51,32
"YIR030C",179,188,141,94,95,66
"YIL083C",685,890,576,436,541,564
"YIL019W",447,706,389,287,377,302
"YIL020C-A",8,9,7,11,9,3
"YIL099W",1936,1830,1622,927,1047,778
"YIL093C",614,870,537,510,449,437
"YIR024C",717,893,810,434,537,420
"YIL135C",3146,3424,3147,1893,2012,2258
"YIL020C",546,797,503,368,390,359
"YIL023C",1467,2522,1368,1130,1384,1110
"YIL177W-A",0,0,0,0,0,0
"YIL037C",350,396,477,143,224,166
"YIL142W",1599,2112,1696,1094,1178,1235
"YIR041W",0,8,3,2,4,4
"YIL034C",2895,3676,2695,1854,1906,2404
"YIL073C",668,757,691,386,476,396
"YIL091C",840,1342,988,744,711,592
"YIL078W",1295,2055,1278,934,1037,1143
"YIL052C",511,885,531,462,495,484
"YIR017C",11,2,3,2,2,0
"YIL125W",7237,8234,5484,4288,4015,5769
"YIL154C",2245,2858,2663,1608,1981,1924
"PWR1",0,0,0,0,0,0
"YIL138C",2027,3483,2400,1123,1714,899
"YIL130W",1829,2322,1978,1041,1240,1212
"YIL071W-A",90,106,53,35,49,43
"YIL043C",2457,2835,2205,1194,1668,1454
"YIR013C",17,23,27,16,21,10
"YIL055C",7244,8307,6392,4731,4568,5294
"YIL014C-A",704,1342,929,392,622,395
"YIL049W",148,244,99,91,108,109
"YIL162W",1365,2721,1542,1209,1277,1481
"YIL104C",637,796,622,420,489,358
"YIL077C",3518,4220,3202,2018,2274,2259
"YIR032C",195,210,149,88,88,111
"YIL007C",1125,1351,1205,687,845,644
"YIL021W",258,303,196,129,157,151
"YIR020C",0,0,0,0,0,0
"YIL038C",2675,3434,2644,1797,1786,1864
"YIR011C",2626,4019,2910,1701,2308,1688
"YIL046W",8372,9556,7940,5454,5703,5599
"YIL157C",663,855,548,411,412,414
"YIL171W-A",0,0,0,0,0,0
"YIL121W",494,584,383,271,220,363
"YIL170W",183,286,230,128,159,175
"YIR038C",5575,6996,4465,3249,3641,3676
"YIR027C",810,929,766,501,546,626
"YIL088C",2902,3361,2621,1570,1887,1893
"YIR028W",606,722,533,356,308,322
"YIL001W",970,1097,864,565,630,586
"tK(CUU)I",0,0,0,0,0,0
"YIL173W",0,7,2,5,1,6
"tE(UUC)I",0,0,0,0,0,0
"YIL177C",0,2,1,0,0,1
"YIL054W",14,21,17,5,14,2
"YIL148W",572,1121,475,411,531,388
"YIR017W-A",25,49,23,22,27,29
"YIL145C",593,763,646,406,477,442
"YIR006C",5350,6588,4861,3744,3366,4798
"YIL013C",636,879,630,378,432,530
"YIL114C",201,166,182,109,169,107
"YIR035C",1363,1482,1028,700,893,754
"YIR007W",956,1257,838,597,642,812
"YIL113W",370,460,328,171,210,231
"YIL036W",4910,6295,3580,3268,2997,4196
"YIR010W",1566,1944,2425,1010,1435,1018
"YIL033C",7909,9629,7336,4899,5276,6555
"YIR009W",243,349,300,161,240,175
"YIL041W",3370,4288,2946,2111,2358,2578
"YIL087C",2250,2366,1976,964,1272,1397
"ICR1",273,303,160,140,117,242
"YIR036C",486,643,359,275,335,423
"YIL122W",1493,1875,1323,1051,958,1155
"tI(AAU)I2",0,0,0,0,0,0
"YIL021C-A",0,0,0,0,0,0
"YIL090W",1654,2209,1520,1090,1122,1243
"YIL012W",8,18,16,10,10,8
"YIL024C",698,1218,668,532,540,403
"YIL111W",1381,1754,1661,579,1079,643
"YIL095W",877,1018,870,538,532,579
"YIL029W-A",4,4,3,0,2,1
"YIL089W",197,264,204,88,107,98
"YIL166C",568,618,384,352,259,296
"YIL060W",6,13,2,1,4,6
"tI(AAU)I1",1,2,2,0,0,0
"YIL009C-A",509,648,468,294,351,334
"YIL061C",307,423,359,247,240,224
"YIR040C",14,13,5,4,5,8
"YIL102C",16,35,17,7,16,15
"YIL069C",375,592,320,321,288,279
"YIR016W",2519,3515,2203,1602,1721,1667
"YIR021W",44,50,31,24,16,29
"YIL172C",0,0,0,0,0,0
"YIL072W",466,531,433,258,287,296
"YIL058W",163,202,104,104,94,105
"YIL047C",2105,2759,2220,1654,1663,1528
"YIL015W",202,270,240,146,159,111
"YIR005W",760,1196,794,420,526,380
"YIL116W",2204,3199,2332,1289,1793,1629
"YIL003W",652,801,620,415,436,391
"YIL082W-A",2461,2795,2269,1614,1612,1703
"YCR031C",532,815,484,353,438,470
"YCL011C",4682,6097,4174,2807,3076,3307
"YCL040W",44823,53500,35970,24968,27434,36295
"YCR052W",1047,1458,1196,836,828,871
"YCR100C",545,753,447,401,361,409
"YCR107W",327,405,251,170,208,250
"YCL002C",343,437,276,152,182,192
"YCL024W",129,236,164,144,156,135
"YCR060W",386,594,438,263,409,228
"YCR071C",617,766,745,440,468,424
"YCR007C",981,1148,925,660,785,544
"YCL012C",705,1149,656,516,503,511
"YCR081C-A",0,0,0,0,0,0
"YCR036W",2819,3562,3057,1610,2125,1560
"YCR063W",37,55,41,48,33,37
"YCL042W",132,99,128,50,94,79
"YCR097W-A",0,0,0,0,0,0
"YCR025C",48,62,45,31,27,32
"tK(CUU)C",0,0,0,0,0,0
"YCR069W",3606,3843,3098,2008,2101,2397
"YCR041W",9,10,8,5,2,3
"YCR102W-A",2,3,0,1,4,0
"YCR020C-A",274,449,332,149,221,194
"YCL075W",0,0,0,0,0,0
"YCR092C",737,923,673,493,445,515
"YCR005C",31266,45729,29500,26181,26306,24049
"YCR038W-A",0,0,0,0,0,0
"YCL034W",3813,4596,3360,2096,2479,2637
"YCL026C-B",356,485,308,319,206,249
"YCR020W-B",347,605,429,191,289,182
"YCR094W",521,670,536,432,364,410
"YCL028W",1662,2464,1866,1235,1234,1634
"YCL029C",631,719,648,364,375,445
"YCL074W",1,0,0,2,4,0
"tQ(UUG)C",0,0,0,0,0,0
"YCR086W",101,146,119,94,77,59
"YCR006C",230,335,256,183,151,204
"YCR083W",1860,2479,1715,912,1313,956
"YCL039W",3145,3543,2559,2088,1831,2567
"YCL037C",183,233,154,125,159,123
"tE(UUC)C",2,9,7,4,3,0
"YCL004W",477,542,477,281,296,294
"YCL076W",0,0,0,0,0,0
"YCR011C",4282,5552,3680,2468,2633,3207
"YCL054W-A",0,0,0,0,2,0
"YCR020C",705,751,510,341,347,404
"YCL065W",1,0,0,0,0,0
"YCL057W",1390,1903,1308,954,974,1192
"YCL069W",0,2,0,0,2,0
"YCR045W-A",0,0,0,0,0,0
"YCL048W",175,284,131,108,91,101
"YCR002C",641,836,630,425,466,599
"YCR035C",1071,1354,1081,681,854,672
"YCR066W",470,601,435,272,304,347
"YCR032W",2998,3496,2224,1689,1645,2102
"YCL059C",281,416,355,250,259,213
"YCR079W",2307,2777,1905,1344,1518,1747
"YCR021C",5099,6865,9296,2136,5322,3066
"YCL026C-A",7,19,4,6,10,6
"YCL046W",11,2,1,1,2,3
"YCR104W",0,0,0,0,0,2
"YCL001W",847,960,588,351,467,370
"YCR054C",438,629,382,396,336,299
"YCR046C",854,969,800,613,576,589
"YCR064C",1,4,5,6,9,4
"YCL001W-B",39,50,63,20,45,25
"YCR017C",1801,2210,1459,1169,1095,1519
"YCR097W",0,0,0,0,0,0
"YCL041C",116,82,79,37,45,54
"YCR043C",108,193,136,78,89,86
"YCR095W-A",89,151,77,63,72,68
"YCL009C",2455,3378,2637,1544,1740,2196
"tP(AGG)C",66,113,69,81,58,61
"YCR014C",2092,2788,2069,1252,1442,1127
"YCL036W",712,990,679,514,456,466
"YCR051W",697,1075,906,591,642,529
"YCL045C",1900,2099,1745,1232,1165,1404
"YCL005W",833,904,837,467,522,483
"snR43",52,63,65,27,50,31
"YCR088W",2259,2773,2130,1415,1496,1920
"YCR037C",1711,2484,1808,1262,1244,1448
"YCR077C",3854,4882,3283,2670,2453,3029
"YCR009C",3712,4674,4177,2128,3105,2189
"YCR098C",290,669,462,313,358,245
"YCR047W-A",0,0,0,0,0,0
"YCR073W-A",1752,2426,1737,1237,1359,1370
"YCR039C",1,2,3,0,0,0
"YCL032W",1865,2071,2076,1155,1266,1130
"YCR049C",17,30,15,6,13,8
"YCR076C",2810,3616,2598,1319,1947,1340
"YCL057C-A",587,625,473,306,340,392
"YCR053W",1266,1508,1454,875,970,1157
"YCL008C",1073,1264,942,595,744,806
"YCR072C",363,656,507,356,336,307
"YCR057C",715,1104,835,620,608,516
"YCL044C",2229,2751,2374,1354,1731,1625
"YCL033C",1464,1943,1162,806,1033,780
"YCL030C",1146,1634,1719,688,833,1110
"YCL068C",34,65,22,28,22,38
"YCL035C",8418,11168,8998,5155,6799,5410
"YCR008W",4085,5458,3010,2694,2412,3155
"tS(CGA)C",1,2,5,0,1,2
"YCR091W",2219,2812,1675,1518,1259,2071
"YCR108C",0,0,0,2,2,2
"YCR042C",1641,2505,1543,1268,1199,1423
"snR65",72,93,47,42,37,44
"YCL055W",278,389,237,145,164,161
"YCR003W",527,850,625,286,424,272
"YCR022C",10,15,5,11,6,7
"YCR089W",876,1188,668,602,525,833
"tG(GCC)C",0,0,0,0,0,0
"YCL016C",461,650,494,312,351,326
"YCL031C",1933,2891,1939,1202,1494,1279
"YCL048W-A",4125,6315,3083,1433,2747,2085
"YCR018C",550,706,728,258,505,265
"YCL022C",0,0,0,0,0,0
"YCR087C-A",0,0,0,0,0,0
"tT(AGU)C",0,0,0,0,0,0
"YCL023C",4,2,0,2,7,3
"YCL010C",718,905,688,444,511,481
"YCR001W",142,187,89,86,94,52
"tM(CAU)C",0,0,0,0,0,0
"YCL018W",2928,3028,2537,1370,1623,2483
"YCR073C",526,742,626,446,478,330
"YCR048W",890,882,699,430,579,515
"YCL005W-A",33,39,22,21,27,20
"YCR033W",2725,3872,3106,1838,1962,2387
"YCL007C",11,7,4,5,4,3
"YCR019W",530,637,477,292,251,328
"YCR102C",47,116,70,33,78,26
"YCR075W-A",37,36,15,14,15,25
"YCL058W-A",0,0,0,0,0,0
"YCL047C",2090,2764,1869,1232,1540,1310
"YCR106W",591,729,449,344,388,553
"YCR040W",1,0,0,0,2,1
"YCR061W",3364,3679,2577,2015,1744,2851
"YCR045C",125,204,133,87,96,106
"YCR085W",4,3,4,4,4,5
"YCR024C-B",1792,2076,1568,954,1098,1218
"YCR101C",222,263,162,136,134,140
"YCL049C",1025,1323,934,651,658,805
"YCR015C",249,409,283,128,208,114
"snR33",29,30,21,17,32,4
"YCR038C",473,575,400,331,320,320
"YCL063W",50,130,103,78,84,78
"YCR024C",519,638,480,392,334,383
"YCR065W",403,570,399,328,261,339
"YCR087W",2,0,0,0,1,1
"YCR034W",42,88,54,45,40,42
"YCL052C",3302,4165,3522,2120,2317,2394
"YCR004C",2785,3994,2523,1846,1917,2077
"YCR059C",638,1050,699,520,613,574
"tL(CAA)C",13,11,8,11,5,2
"YCR096C",0,0,0,0,1,0
"YCR028C-A",727,875,581,422,466,383
"tN(GUU)C",3,4,6,3,0,5
"YCL021W-A",73,99,136,81,68,77
"YCL064C",126,184,130,113,80,317
"YCR028C",1002,1483,1008,736,732,722
"YCR082W",3458,6162,4105,1991,3158,1464
"YCL061C",171,332,287,220,164,210
"YCL073C",0,2,3,0,4,3
"YCR013C",3,0,3,1,4,1
"YCR090C",508,762,376,270,328,254
"YCR084C",4171,5586,3832,2838,2979,3492
"YCR050C",0,1,0,0,2,0
"YCR099C",157,215,152,105,85,121
"YCL066W",1,0,0,0,2,1
"snR189",4,6,1,3,2,0
"YCR095C",1655,2548,2012,956,1341,786
"YCR068W",3995,4805,3977,2597,2689,2944
"YCL017C",1336,1743,1441,964,1116,998
"YCL058C",31,27,10,10,7,14
"YCL014W",950,1267,1010,788,722,834
"YCL050C",1419,1777,1448,868,1065,1182
"YCR067C",1324,1528,1059,914,765,938
"YCR047C",1008,1531,1004,733,713,624
"YCR044C",509,592,384,302,289,403
"YCR026C",2518,3242,2487,1514,1588,1888
"YCR093W",2792,3494,2144,1583,1620,2428
"YCR012W",10993,15927,16031,6750,10105,9738
"YCR075C",246,323,180,131,212,162
"YCL043C",6760,7543,6420,4107,4732,4893
"YCL025C",673,1248,665,380,488,631
"YCL067C",1,2,2,1,0,0
"YCR023C",664,833,823,389,498,443
"YCR010C",1201,2786,1003,1197,1244,661
"YCL056C",718,1229,830,398,537,423
"YCR081W",1000,1249,889,716,665,941
"YCR018C-A",4,9,16,2,10,6
"YCR030C",5371,6350,3856,3167,3115,4216
"YCL027W",240,263,133,133,142,141
"YCL051W",832,1237,919,516,593,666
"YCL038C",670,744,546,393,383,487
"YCR027C",349,514,346,207,250,235
"YCL001W-A",22,21,37,14,10,7
"YCR016W",569,872,701,485,493,368
"YCL054W",775,1362,1108,650,808,588
"YCR105W",502,694,498,352,388,449
"YCR024C-A",2534,3248,2433,1580,1663,1845
"YCL020W",0,0,0,0,0,0
"YCL019W",134,186,210,76,114,128
"RUF22",3,4,2,2,7,2
"YFL031C-A",292,593,387,207,297,144
"YFL026W",128,149,140,66,88,100
"YFR027W",126,161,108,115,99,94
"YFR052W",747,920,540,429,438,473
"YFL064C",10,26,6,14,12,10
"YFL015C",22,60,18,22,25,28
"YFL011W",526,600,440,245,299,209
"YFR017C",5496,6970,4452,3662,3409,5080
"YFL018C",4496,5864,4402,2752,3034,3281
"YFL032W",25,23,28,14,7,8
"YFR036W",367,542,437,260,349,265
"YFR006W",2485,3627,2209,1820,1871,1913
"YFR021W",844,1039,875,563,561,571
"tK(CUU)F",3,3,1,2,4,0
"YFL034W",1350,1873,1605,1014,1073,977
"YFL012W-A",0,5,0,0,2,0
"YFL024C",1742,2292,2038,1236,1290,1209
"YFL013C",1355,1626,1606,826,1096,1002
"RUF23",15,6,8,17,24,9
"YFL046W",909,1457,1019,494,822,457
"YFR014C",2770,3579,2094,1719,1715,2129
"YFL056C",897,967,784,557,689,623
"YFL041W-A",26,18,16,11,15,9
"YFR055W",65,72,92,65,56,46
"YFR013W",1245,1627,1092,861,800,935
"YFR049W",977,1616,1259,724,988,724
"YFL050C",584,809,512,421,331,460
"YFR044C",2323,2667,2074,1349,1494,1671
"YFR032C-B",52,60,36,28,42,24
"YFR034W-A",10,2,6,7,3,0
"tP(UGG)F",0,2,0,0,3,0
"YFR009W",1078,1332,1097,707,715,781
"tA(AGC)F",0,1,3,0,1,0
"YFL045C",389,535,336,227,321,265
"YFL068W",0,0,0,0,0,0
"YFR018C",480,601,561,339,414,455
"YFR034C",1266,1492,1208,815,845,910
"YFR029W",1324,1697,1309,1020,832,1243
"YFL003C",438,638,587,397,404,333
"YFR041C",329,426,360,224,241,171
"YFL059W",130,192,143,113,120,85
"YFL062W",58,84,59,40,39,43
"YFR026C",188,194,154,126,104,144
"YFL014W",49660,71260,44862,31653,36433,38355
"YFL066C",77,91,34,56,61,54
"YFL047W",1414,1816,1525,954,1025,937
"YFR032C-A",290,553,290,208,289,163
"YFR056C",17,12,7,17,8,4
"RUF20",67,88,43,29,26,30
"YFL044C",807,1349,978,584,629,634
"YFR011C",255,418,270,171,179,185
"YFR022W",2929,2527,1994,1727,1495,1573
"YFR047C",1745,1843,1478,857,998,1235
"tF(GAA)F",0,2,2,2,0,0
"YFL051C",13,22,12,18,22,17
"YFL054C",2937,4585,3535,1957,2169,2659
"YFR036W-A",1,0,0,1,1,1
"YFR024C-A",2304,2807,2509,1278,1688,1595
"YFR045W",682,811,587,414,467,384
"YFR002W",1193,1812,1148,794,904,923
"YFL012W",15,24,11,3,9,14
"YFL033C",3381,4279,3322,2214,2384,2391
"YFL021W",1922,2264,1537,1133,1126,1505
"YFL008W",513,752,488,480,432,419
"YFL019C",173,254,152,119,108,128
"YFR005C",605,767,479,364,384,487
"YFL022C",1475,1940,1462,998,1024,1156
"YFL028C",515,631,447,260,359,308
"YFL052W",212,324,215,175,191,213
"YFR008W",508,616,546,375,368,366
"YFL002C",922,1342,999,696,680,665
"YFL055W",696,770,541,425,378,519
"YFL034C-B",611,782,505,425,463,410
"YFR023W",462,441,348,243,279,208
"YFR001W",1581,3471,1922,1094,1662,912
"YFL023W",1856,2427,2428,1174,1522,1016
"YFL020C",212,201,165,103,90,148
"tY(GUA)F2",0,2,1,0,0,0
"YFL067W",298,310,180,138,223,152
"YFR031C-A",1052,1600,842,781,788,911
"YFL010C",2129,2695,1773,1437,1475,1729
"tN(GUU)F",0,0,2,0,0,0
"YFL053W",369,576,533,271,273,357
"YFR030W",1940,2116,1582,1614,995,1804
"YFR003C",1765,2121,1797,930,1250,981
"YFL039C",3069,3340,2576,1567,1996,2453
"YFL029C",1180,1555,1237,701,926,703
"YFL030W",4515,5626,3727,2579,2512,3401
"YFL058W",132,95,111,50,55,38
"YFL016C",6816,7272,7714,3886,5154,4448
"YFR040W",5829,8190,6639,3646,4529,4422
"YFL041W",1980,2702,1712,1447,1302,1539
"tS(GCU)F",0,0,0,0,0,0
"tG(GCC)F1",0,0,0,0,0,0
"YFL036W",1782,2230,1333,1021,1095,1168
"YFR053C",8353,12337,10735,4778,7035,8098
"YFL048C",1560,2049,1492,915,1157,952
"YFL015W-A",12,7,8,5,12,8
"YFR057W",0,2,0,0,0,2
"YFR046C",452,504,464,230,328,234
"YFL037W",575,743,692,415,522,488
"YFL061W",11,35,20,14,23,20
"YFL017C",596,824,718,434,487,367
"YFR012W",73,117,69,44,64,47
"YFL034C-A",289,350,211,137,167,155
"YFR010W",4733,4886,3938,2719,2725,3069
"YFL040W",253,313,308,190,162,170
"YFR020W",423,501,307,272,273,278
"YFR038W",875,1243,734,643,594,708
"YFR012W-A",2,5,2,5,0,1
"YFL031W",5982,10173,7219,3934,5877,4189
"YFL017W-A",134,210,194,85,131,86
"YFL005W",3635,5340,3735,1939,2730,2073
"YFR019W",2082,2721,1874,1606,1425,1711
"YFL042C",3852,4580,3675,2223,2281,2999
"YFR042W",462,524,439,209,327,209
"YFR050C",3405,3827,3102,1823,2294,2301
"YFR007W",614,572,459,306,263,329
"YFL065C",6,4,4,8,2,0
"YFL038C",3284,4533,3343,2026,2345,2331
