#Transcript position	Transcript coverage profile
0.0	1.251733797640404
1.0	2.3344877524100265
2.0	3.3558929051492097
3.0	4.004434949732001
4.0	4.399084925886284
5.0	4.631655563647774
6.0	4.909046450988339
7.0	5.109446671657815
8.0	5.536097164194654
9.0	5.534770114519345
10.0	5.639114121134832
11.0	5.857565270652557
12.0	5.874794674661058
13.0	5.874061145494481
14.0	5.958367347234107
15.0	6.0830195118627755
16.0	6.585753066162222
17.0	6.41675611147137
18.0	6.262135945363606
19.0	6.224758869646149
20.0	6.3151054064511
21.0	6.5208917741458166
22.0	6.717822241088529
23.0	6.945904259037017
24.0	6.6436066596112875
25.0	6.747295695490668
26.0	6.968523973936773
27.0	7.740380164570586
28.0	7.263443839602769
29.0	6.9580113496448055
30.0	6.7675632965523915
31.0	6.660138585643105
32.0	6.733083334726406
33.0	6.646334417797357
34.0	6.5065023571133365
35.0	6.578769711943477
36.0	6.6981552461440765
37.0	6.731002665217042
38.0	6.811694649205869
39.0	6.6039911714783495
40.0	6.39708899344839
41.0	6.248984280268333
42.0	6.12372940240384
43.0	6.1375295366801135
44.0	5.816217488623519
45.0	6.042959825663968
46.0	6.042121649978155
47.0	6.305302432170931
48.0	6.247495064726279
49.0	6.2488367423840945
50.0	6.332705221607351
51.0	6.954246819294247
52.0	8.060933288014875
53.0	8.325249829530632
54.0	7.704654139025608
55.0	6.6740378218615355
56.0	6.389307758095384
57.0	6.34666009908902
58.0	6.41849955008086
59.0	6.514635405364366
60.0	6.453428236030562
61.0	6.2421046722971285
62.0	6.214539332279283
63.0	6.171434999703443
64.0	6.037685298406714
65.0	5.773113787835806
66.0	5.169198110206955
67.0	5.094400940583646
68.0	5.018787642441014
69.0	4.8375511903471216
70.0	4.8303105045681916
71.0	4.5957011561876735
72.0	4.532800164501464
73.0	4.32840944140133
74.0	4.480667953417791
75.0	4.530298142937699
76.0	4.622340415205937
77.0	4.557900274732653
78.0	4.42636236690013
79.0	4.241647091631795
80.0	4.218277115363193
81.0	4.2496483129369125
82.0	3.9934241398832144
83.0	3.7212582691806295
84.0	3.591210587790293
85.0	3.651507529534015
86.0	3.5262003198670557
87.0	3.54489629251385
88.0	3.802117676012433
89.0	3.278888037514835
90.0	3.970206372462002
91.0	3.047947402325728
92.0	2.191410364754258
93.0	1.6171970163256646
94.0	1.1047559551374984
95.0	0.9927600099259382
96.0	0.6921361653878365
97.0	0.4354811176549704
98.0	0.229569631114695
99.0	0.051475445863193164
