#Transcript position	Transcript coverage profile
0.0	1.4425304013643623
1.0	2.977072145895511
2.0	4.194310092005145
3.0	4.777351833597027
4.0	5.357557187957952
5.0	5.966471584627965
6.0	6.876228617471184
7.0	7.405146548585968
8.0	8.082317739574822
9.0	7.9044816525302455
10.0	8.314514718647523
11.0	8.745614132425626
12.0	8.616178749714582
13.0	8.503556119633384
14.0	8.486496514349035
15.0	8.523917987862346
16.0	8.734462434133187
17.0	8.72770256585732
18.0	8.694836377306746
19.0	8.810864273906937
20.0	8.66991955104505
21.0	9.08148726519651
22.0	8.972524974568291
23.0	9.252336968701417
24.0	8.898870146206603
25.0	8.9818376387773
26.0	9.260964226808833
27.0	10.138784772127634
28.0	9.57165739781275
29.0	9.443035247554658
30.0	9.372710522790412
31.0	9.002893099337518
32.0	9.309628502779017
33.0	9.473622200836452
34.0	9.732654907098459
35.0	9.86087417932862
36.0	9.731709463294981
37.0	9.748059559727183
38.0	9.565493241023631
39.0	9.157975354350388
40.0	8.815849726993592
41.0	8.52929253481616
42.0	8.480796726819108
43.0	8.596798278374282
44.0	8.774320080237365
45.0	8.763081752258772
46.0	9.057931647115101
47.0	9.289585672803865
48.0	9.141220738916815
49.0	9.003304540767491
50.0	8.983683041402667
51.0	9.70005284394031
52.0	10.465773897596394
53.0	10.802818247640744
54.0	9.909829082284135
55.0	8.794835475606204
56.0	8.59497381212201
57.0	8.573659373184428
58.0	8.16987142426851
59.0	8.14643867974073
60.0	8.016931416516908
61.0	8.100173162009039
62.0	7.978246475888268
63.0	7.780846759766851
64.0	7.765144152608399
65.0	7.453868488116454
66.0	7.076930530707257
67.0	7.000986552864395
68.0	6.809564927143162
69.0	6.707184040028198
70.0	6.4753431849484375
71.0	6.353098263693215
72.0	6.4784277051810655
73.0	6.226242327943231
74.0	6.010382229146504
75.0	5.977354001941656
76.0	6.154100059428259
77.0	6.487910793081549
78.0	6.231405403825046
79.0	5.784733015647919
80.0	5.420223938141702
81.0	5.1858469834952166
82.0	4.8931662170257
83.0	4.746383576345117
84.0	4.5457021252974865
85.0	4.5499400134573875
86.0	4.340939622313673
87.0	4.132066657806025
88.0	4.6089523000574415
89.0	4.220788929901274
90.0	5.056781328063088
91.0	3.764765129669718
92.0	2.7542314887973687
93.0	1.9592929624934947
94.0	1.5370866066341304
95.0	1.463750077359396
96.0	1.044367540042056
97.0	0.5527285677583051
98.0	0.23361320393451587
99.0	0.04345874690449537
