454
YNCJ0012W	YNCJ0012W	MissingGeneType
YNCJ0013C	YNCJ0013C	MissingGeneType
YNCJ0014C	YNCJ0014C	MissingGeneType
YNCJ0015W	YNCJ0015W	MissingGeneType
YNCJ0016C	EMT5	MissingGeneType
YNCJ0017C	YNCJ0017C	MissingGeneType
YNCJ0018W	YNCJ0018W	MissingGeneType
YNCJ0019C	YNCJ0019C	MissingGeneType
YNCJ0020W	EMT3	MissingGeneType
YNCJ0021C	SUP51	MissingGeneType
YNCJ0022C	IMT3	MissingGeneType
YNCJ0023C	YNCJ0023C	MissingGeneType
YNCJ0024W	SUF23	MissingGeneType
YNCJ0025W	HSX1	MissingGeneType
YNCJ0026W	YNCJ0026W	MissingGeneType
YNCJ0027C	SUP4	MissingGeneType
YNCJ0028C	IRT1	MissingGeneType
YNCJ0029W	YNCJ0029W	MissingGeneType
YNCJ0030W	SNR3	MissingGeneType
YNCK0001W	SNR64	MissingGeneType
YNCK0002C	TRT2	MissingGeneType
YNCK0003W	YNCK0003W	MissingGeneType
YNCK0004W	YNCK0004W	MissingGeneType
YKL186C	MTR2	MissingGeneType
YNCK0005C	YNCK0005C	MissingGeneType
YNCK0006C	YNCK0006C	MissingGeneType
YKL150W	MCR1	MissingGeneType
YNCK0007W	YNCK0007W	MissingGeneType
YNCK0008W	YNCK0008W	MissingGeneType
YNCK0009W	SNR38	MissingGeneType
YNCK0010W	YNCK0010W	MissingGeneType
YNCK0011C	YNCK0011C	MissingGeneType
YNCK0012C	YNCK0012C	MissingGeneType
YNCK0013W	SNR69	MissingGeneType
YNCK0014W	YNCK0014W	MissingGeneType
YNCK0015C	SNR87	MissingGeneType
YNCK0016W	YNCK0016W	MissingGeneType
YNCK0017W	YNCK0017W	MissingGeneType
YNCK0018C	YNCK0018C	MissingGeneType
YNCK0019W	YNCK0019W	MissingGeneType
YNCK0020C	SNR42	MissingGeneType
YNCK0021W	YNCK0021W	MissingGeneType
YNCL0001W	YNCL0001W	MissingGeneType
YNCL0002C	YNCL0002C	MissingGeneType
YNCL0003W	SNR30	MissingGeneType
YNCL0004C	YNCL0004C	MissingGeneType
YNCL0005C	SNR79	MissingGeneType
YNCL0006W	SNR6	MissingGeneType
YNCL0007W	YNCL0007W	MissingGeneType
YNCL0008W	YNCL0008W	MissingGeneType
YNCL0009C	YNCL0009C	MissingGeneType
YNCL0012C	RDN25-1	MissingGeneType
YNCL0010C	RDN37-1	MissingGeneType
YNCL0014C	RDN58-1	MissingGeneType
YNCL0016C	RDN18-1	MissingGeneType
YNCL0018W	RDN5-1	MissingGeneType
YNCL0021C	RDN25-2	MissingGeneType
YNCL0020C	RDN37-2	MissingGeneType
YNCL0023C	RDN58-2	MissingGeneType
YNCL0025C	RDN18-2	MissingGeneType
YNCL0027W	RDN5-2	MissingGeneType
YNCL0028W	RDN5-3	MissingGeneType
YNCL0029W	RDN5-4	MissingGeneType
YNCL0030W	RDN5-5	MissingGeneType
YNCL0031W	RDN5-6	MissingGeneType
YNCL0032C	YNCL0032C	MissingGeneType
YNCL0033C	YNCL0033C	MissingGeneType
YNCL0034W	YNCL0034W	MissingGeneType
YNCL0035C	YNCL0035C	MissingGeneType
YNCL0036C	YNCL0036C	MissingGeneType
YNCL0037W	YNCL0037W	MissingGeneType
YNCL0038W	YNCL0038W	MissingGeneType
YNCL0039W	YNCL0039W	MissingGeneType
YNCL0040W	YNCL0040W	MissingGeneType
YNCL0041C	SNR61	MissingGeneType
YNCL0042C	SNR55	MissingGeneType
YNCL0043C	SNR57	MissingGeneType
YLR333C	RPS25B	MissingGeneType
YNCL0044W	YNCL0044W	MissingGeneType
YNCL0045W	TRR4	MissingGeneType
YLR367W	RPS22B	MissingGeneType
YNCL0046W	SNR44	MissingGeneType
YNCL0047W	YNCL0047W	MissingGeneType
YLR388W	RPS29A	MissingGeneType
YNCL0048W	SNR34	MissingGeneType
YNCL0049C	YNCL0049C	MissingGeneType
YNCL0050C	YNCL0050C	MissingGeneType
YNCL0051C	YNCL0051C	MissingGeneType
YNCM0001W	YNCM0001W	MissingGeneType
YNCM0002C	SNR85	MissingGeneType
YNCM0003W	ZOD1	MissingGeneType
YNCM0004C	YNCM0004C	MissingGeneType
YNCM0005C	SNR54	MissingGeneType
YNCM0006W	SUP5	MissingGeneType
YNCM0007C	YNCM0007C	MissingGeneType
YNCM0008C	SUF7	MissingGeneType
YNCM0009C	YNCM0009C	MissingGeneType
YNCM0010W	YNCM0010W	MissingGeneType
YNCM0011W	SNR78	MissingGeneType
YNCM0012W	SNR77	MissingGeneType
YNCM0013W	SNR76	MissingGeneType
YNCM0014W	SNR75	MissingGeneType
YNCM0015W	SNR74	MissingGeneType
YNCM0016W	SNR73	MissingGeneType
YNCM0017W	SNR72	MissingGeneType
YNCM0018C	YNCM0018C	MissingGeneType
YNCM0019W	YNCM0019W	MissingGeneType
YNCM0020W	YNCM0020W	MissingGeneType
YNCM0021C	YNCM0021C	MissingGeneType
YNCM0022C	YNCM0022C	MissingGeneType
YNCM0023C	YNCM0023C	MissingGeneType
YNCM0024W	YNCM0024W	MissingGeneType
YNCM0025C	YNCM0025C	MissingGeneType
YNCM0026C	SNR24	MissingGeneType
YNCM0027W	YNCM0027W	MissingGeneType
YNCM0028C	EMT4	MissingGeneType
YNCM0029C	YNCM0029C	MissingGeneType
YNCM0030W	SNR83	MissingGeneType
YNCM0031W	SNR11	MissingGeneType
YNCM0032C	RNA170	MissingGeneType
YNCM0033C	YNCM0033C	MissingGeneType
YNCM0034C	SNR86	MissingGeneType
YNCM0035C	YNCM0035C	MissingGeneType
YNCM0036C	CDC65	MissingGeneType
YNCM0037W	SUP8	MissingGeneType
YNCN0001W	SNR40	MissingGeneType
YNCN0002C	SUF6	MissingGeneType
YNCN0003W	YNCN0003W	MissingGeneType
YNCN0004W	YNCN0004W	MissingGeneType
YNCN0005C	SNR19	MissingGeneType
YNCN0006W	YNCN0006W	MissingGeneType
YNCN0007W	YNCN0007W	MissingGeneType
YNL066W	SUN4	MissingGeneType
YNCN0008C	YNCN0008C	MissingGeneType
YNCN0009W	YNCN0009W	MissingGeneType
YNCN0010C	YNCN0010C	MissingGeneType
YNCN0011W	YNCN0011W	MissingGeneType
YNCN0012C	YNCN0012C	MissingGeneType
YNCN0013W	NME1	MissingGeneType
YNCN0014W	SNR66	MissingGeneType
YNCN0015W	YNCN0015W	MissingGeneType
YNCN0016C	SUF10	MissingGeneType
YNCN0017W	YNCN0017W	MissingGeneType
YNCN0018W	SNR49	MissingGeneType
YNCN0019C	SNR191	MissingGeneType
YNCN0020C	YNCN0020C	MissingGeneType
YNCO0001C	SUF1	MissingGeneType
YNCO0002W	YNCO0002W	MissingGeneType
YNCO0003C	SNR58	MissingGeneType
YNCO0004C	YNCO0004C	MissingGeneType
YNCO0005W	YNCO0005W	MissingGeneType
YNCO0006W	SNR81	MissingGeneType
YNCO0007W	SNR50	MissingGeneType
YNCO0008W	YNCO0008W	MissingGeneType
YNCO0009W	SUF17	MissingGeneType
YNCO0010W	SUP3	MissingGeneType
YNCO0011W	YNCO0011W	MissingGeneType
YNCO0012C	YNCO0012C	MissingGeneType
YNCO0013C	YNCO0013C	MissingGeneType
YNCO0014C	SNR9	MissingGeneType
YNCO0015C	SNR62	MissingGeneType
YNCO0016W	YNCO0016W	MissingGeneType
YNCO0017W	SUF11	MissingGeneType
YNCO0018W	YNCO0018W	MissingGeneType
YNCO0019W	YNCO0019W	MissingGeneType
YNCO0020C	SUF5	MissingGeneType
YNCO0021C	YNCO0021C	MissingGeneType
YNCO0022C	SNR36	MissingGeneType
YNCO0023W	IMT1	MissingGeneType
YNCO0024C	SNR35	MissingGeneType
YNCO0025W	SNR17A	MissingGeneType
YNCO0026W	SNR8	MissingGeneType
YNCO0027C	SNR31	MissingGeneType
YNCO0028W	SNR5	MissingGeneType
YNCO0029C	YNCO0029C	MissingGeneType
YNCO0030W	EMT2	MissingGeneType
YNCO0031W	YNCO0031W	MissingGeneType
YNCP0025W	SUT390	MissingGeneType
YNCP0001C	YNCP0001C	MissingGeneType
YNCP0002W	YNCP0002W	MissingGeneType
YPL230W	USV1	MissingGeneType
YNCP0003W	SNR59	MissingGeneType
YNCP0004C	YNCP0004C	MissingGeneType
YNCP0005C	SNR17B	MissingGeneType
YNCP0006C	IMT2	MissingGeneType
YNCP0007C	YNCP0007C	MissingGeneType
YNCP0008C	YNCP0008C	MissingGeneType
YNCP0009W	YNCP0009W	MissingGeneType
YNCP0010W	YNCP0010W	MissingGeneType
YNCP0026W	SUT418	MissingGeneType
YNCP0011C	YNCP0011C	MissingGeneType
YNCP0012W	SUP16	MissingGeneType
YNCP0013C	SNR51	MissingGeneType
YNCP0014C	SNR70	MissingGeneType
YNCP0015C	SNR41	MissingGeneType
YNCP0016W	YNCP0016W	MissingGeneType
YNCP0017C	YNCP0017C	MissingGeneType
YNCP0018C	YNCP0018C	MissingGeneType
YNCP0019W	YNCP0019W	MissingGeneType
YNCP0020W	YNCP0020W	MissingGeneType
YNCP0021W	SNR45	MissingGeneType
YNCP0022W	YNCP0022W	MissingGeneType
YNCP0023W	YNCP0023W	MissingGeneType
YNCP0024C	YNCP0024C	MissingGeneType
YNCQ0001W	YNCQ0001W	MissingGeneType
YNCQ0002W	15S_RRNA	MissingGeneType
YNCQ0003W	YNCQ0003W	MissingGeneType
YNCQ0004W	YNCQ0004W	MissingGeneType
YNCQ0005W	YNCQ0005W	MissingGeneType
YNCQ0006W	21S_RRNA	MissingGeneType
YNCQ0007W	YNCQ0007W	MissingGeneType
YNCQ0008W	YNCQ0008W	MissingGeneType
YNCQ0009W	YNCQ0009W	MissingGeneType
YNCQ0010W	YNCQ0010W	MissingGeneType
YNCQ0011W	YNCQ0011W	MissingGeneType
YNCQ0012W	YNCQ0012W	MissingGeneType
YNCQ0013W	YNCQ0013W	MissingGeneType
YNCQ0014W	YNCQ0014W	MissingGeneType
YNCQ0015W	YNCQ0015W	MissingGeneType
YNCQ0016W	YNCQ0016W	MissingGeneType
YNCQ0017W	YNCQ0017W	MissingGeneType
YNCQ0018W	YNCQ0018W	MissingGeneType
YNCQ0019W	YNCQ0019W	MissingGeneType
YNCQ0020W	YNCQ0020W	MissingGeneType
YNCQ0021W	YNCQ0021W	MissingGeneType
YNCQ0022W	YNCQ0022W	MissingGeneType
YNCQ0023W	YNCQ0023W	MissingGeneType
YNCQ0024C	YNCQ0024C	MissingGeneType
YNCQ0025W	YNCQ0025W	MissingGeneType
YNCQ0026W	YNCQ0026W	MissingGeneType
YNCQ0027W	RPM1	MissingGeneType
